,donorID,campaignID,frequency_donor,total_donated,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,total_amount_1_month,total_freq_1_month,total_amount_2_month,total_freq_2_month,total_amount_3_month,total_freq_3_month,total_amount_4_month,total_freq_4_month,total_amount_5_month,total_freq_5_month,total_amount_6_month,total_freq_6_month,Recency_dono,zipcode,province,region,gender,language,total_freq_till_now,total_amount_till_now,freq_out_campaign,amount_out_campaign,freq_in_campaign,amount_in_campaign,total_amount_till_last_3_years,total_freq_till_last_3_years,donated_more_than30_duringdv,Age
28,100067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,2,1,0.0,3,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,0,49
29,100069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.0,2,1,0.0,2,1.0,39.0,0.0,0.0,1.0,39.0,0.0,0.0,0,56
30,100073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400.0,12,2,0.0,3,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,33
31,100075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.0,2,1,0.0,3,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,63
32,100076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.0,2,1,1.0,3,1.0,20.0,0.0,0.0,1.0,20.0,20.0,1.0,0,34
33,100077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,1.0,2,1.0,35.0,0.0,0.0,1.0,35.0,0.0,0.0,0,45
34,100082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9890.0,3,2,0.0,3,15.0,276.26,1.0,12.39,14.0,263.87,0.0,0.0,0,55
35,100090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.0,2,1,1.0,2,1.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,0,48
36,100093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,6,4,1.0,2,1.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,0,30
37,100094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.0,2,1,0.0,2,5.0,60.0,0.0,0.0,5.0,60.0,0.0,0.0,0,25
38,100095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.0,4,2,0.0,3,13.0,353.53,0.0,0.0,13.0,353.53,0.0,0.0,0,71
39,100096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.0,2,1,1.0,3,14.0,88.62,0.0,0.0,14.0,88.62,0.0,0.0,0,47
40,100097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.0,2,1,1.0,2,5.0,99.92,0.0,0.0,5.0,99.92,50.0,2.0,0,52
41,100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081.0,2,1,0.0,3,3.0,120.0,0.0,0.0,3.0,120.0,80.0,2.0,0,48
42,100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.0,2,1,1.0,2,13.0,353.53,2.0,54.79,11.0,298.74,0.0,0.0,0,34
43,100103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,2,1,0.0,2,1.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,0,61
44,100105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.0,2,1,1.0,3,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,0,24
45,100107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.0,2,1,0.0,3,4.0,40.0,1.0,10.0,3.0,30.0,0.0,0.0,0,61
46,100112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.0,2,1,0.0,2,2.0,49.0,0.0,0.0,2.0,49.0,10.0,1.0,0,48
47,100114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9051.0,3,2,0.0,3,8.0,57.040000000000006,0.0,0.0,8.0,57.040000000000006,0.0,0.0,0,61
48,100115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.0,2,1,1.0,2,38.0,276.59000000000003,0.0,0.0,38.0,276.59000000000003,0.0,0.0,0,40
49,100116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.0,2,1,0.0,2,4.0,139.79,0.0,0.0,4.0,139.79,0.0,0.0,0,39
50,100117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6821.0,8,4,0.0,2,2.0,75.0,0.0,0.0,2.0,75.0,0.0,0.0,0,40
51,100118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,6,4,0.0,2,2.0,65.0,1.0,30.0,1.0,35.0,0.0,0.0,0,45
52,100120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.0,2,1,0.0,2,1.0,36.0,0.0,0.0,1.0,36.0,0.0,0.0,0,64
53,100124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,2,1,0.0,3,2.0,76.0,0.0,0.0,2.0,76.0,0.0,0.0,0,43
54,100127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,2,1,1.0,2,1.0,40.0,0.0,0.0,1.0,40.0,0.0,0.0,0,71
55,100129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900.0,8,4,0.0,2,1.0,36.0,0.0,0.0,1.0,36.0,0.0,0.0,0,68
56,100131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,2,1,0.0,2,5.0,132.37,0.0,0.0,5.0,132.37,0.0,0.0,0,44
57,100132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,2,1,1.0,2,1.0,30.0,1.0,30.0,0.0,0.0,30.0,1.0,0,65
58,100133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,2,1,0.0,2,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,54
59,100137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9870.0,3,2,0.0,3,18.0,484.78000000000003,1.0,24.79,17.0,459.99,0.0,0.0,0,36
60,100138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,2,1,1.0,2,1.0,15.0,0.0,0.0,1.0,15.0,15.0,1.0,0,62
61,100139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,2,1,0.0,2,2.0,50.0,0.0,0.0,2.0,50.0,25.0,1.0,0,49
62,100141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,2,1,1.0,3,1.0,39.0,0.0,0.0,1.0,39.0,0.0,0.0,0,86
63,100142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,2,1,0.0,2,19.0,523.53,1.0,30.0,18.0,493.53,0.0,0.0,0,28
64,100143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,2,1,0.0,2,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,0,30
65,100146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361.0,10,4,1.0,2,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,74
66,100147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,2,1,0.0,2,3.0,115.0,0.0,0.0,3.0,115.0,0.0,0.0,0,42
67,100149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.0,2,1,1.0,3,10.0,300.0,1.0,30.0,9.0,270.0,0.0,0.0,0,45
68,100150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,2,1,0.0,3,1.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,0,30
69,100151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,2,1,1.0,3,13.0,436.72,1.0,35.0,12.0,401.72,95.0,3.0,0,39
70,100152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,2,1,1.0,2,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0,78
71,100155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,2,1,1.0,3,5.0,144.79,0.0,0.0,5.0,144.79,0.0,0.0,0,75
72,100158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,2,1,1.0,2,5.0,173.95,0.0,0.0,5.0,173.95,0.0,0.0,0,50
73,100159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7540.0,5,4,1.0,2,2.0,9.0,0.0,0.0,2.0,9.0,0.0,0.0,0,42
74,100160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,2,1,0.0,2,2.0,60.0,0.0,0.0,2.0,60.0,60.0,2.0,0,44
75,100164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,3,11.0,427.0,0.0,0.0,11.0,427.0,209.0,5.0,0,66
76,100166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,1.0,3,1.0,40.0,0.0,0.0,1.0,40.0,0.0,0.0,0,25
77,100167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,1.0,3,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0,50
78,100168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,2,4.0,131.0,0.0,0.0,4.0,131.0,30.0,1.0,0,63
79,100169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,3,1.0,32.0,0.0,0.0,1.0,32.0,32.0,1.0,0,71
80,100170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,2,2.0,80.0,1.0,40.0,1.0,40.0,80.0,2.0,0,28
81,100171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6020.0,5,4,0.0,2,1.0,5.0,0.0,0.0,1.0,5.0,5.0,1.0,0,30
82,100172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,2,1.0,30.0,0.0,0.0,1.0,30.0,30.0,1.0,0,63
83,100173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,2,1.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,0,43
84,100174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090.0,4,2,0.0,2,1.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,0,50
85,100175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,2,1.0,100.0,0.0,0.0,1.0,100.0,0.0,0.0,0,43
86,100176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,2,1.0,15.0,0.0,0.0,1.0,15.0,15.0,1.0,0,43
87,100177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,2,1,0.0,3,7.0,50.0,0.0,0.0,7.0,50.0,0.0,0.0,0,77
88,100178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,3,1.0,50.0,0.0,0.0,1.0,50.0,50.0,1.0,0,31
89,100179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,2,1.0,39.0,0.0,0.0,1.0,39.0,39.0,1.0,0,49
90,100181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,1.0,2,1.0,39.0,0.0,0.0,1.0,39.0,0.0,0.0,0,89
91,100183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,3,1.0,80.0,0.0,0.0,1.0,80.0,0.0,0.0,0,51
92,100186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,2,1,0.0,2,2.0,60.0,0.0,0.0,2.0,60.0,60.0,2.0,0,41
93,100190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,2,1,1.0,2,10.0,412.68,6.0,253.52,4.0,159.16,0.0,0.0,0,84
94,100196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,2,1,1.0,2,1.0,36.0,0.0,0.0,1.0,36.0,0.0,0.0,0,31
95,100201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,2,1,0.0,2,1.0,5.0,0.0,0.0,1.0,5.0,5.0,1.0,0,57
96,100207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.0,11,4,1.0,2,1.0,35.0,0.0,0.0,1.0,35.0,0.0,0.0,0,46
97,100208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,2,1,0.0,2,2.0,20.0,0.0,0.0,2.0,20.0,20.0,2.0,0,31
98,100211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,2,1,1.0,2,1.0,36.0,0.0,0.0,1.0,36.0,0.0,0.0,0,40
99,100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,2,1,0.0,2,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,37
100,100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,2,1,0.0,2,2.0,54.79,0.0,0.0,2.0,54.79,0.0,0.0,0,59
101,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,2,1,1.0,2,2.0,60.0,0.0,0.0,2.0,60.0,0.0,0.0,0,55
102,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,11,4,0.0,2,1.0,36.0,0.0,0.0,1.0,36.0,0.0,0.0,0,69
103,100218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,11,4,,2,1.0,40.0,0.0,0.0,1.0,40.0,40.0,1.0,0,39
104,100220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0,11,4,1.0,2,2.0,79.0,0.0,0.0,2.0,79.0,39.0,1.0,0,45
105,100221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,2,1,1.0,2,2.0,100.0,0.0,0.0,2.0,100.0,50.0,1.0,0,45
106,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.0,11,4,0.0,2,3.0,81.0,0.0,0.0,3.0,81.0,45.0,2.0,0,27
107,100223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.0,11,4,1.0,2,1.0,39.0,0.0,0.0,1.0,39.0,39.0,1.0,0,36
108,100224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.0,11,4,0.0,2,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,0,36
109,100225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.0,11,4,0.0,2,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,38
110,100226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0,11,4,0.0,2,3.0,40.0,0.0,0.0,3.0,40.0,0.0,0.0,0,72
111,100227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0,11,4,0.0,2,1.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,0,58
112,100228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1348.0,11,4,1.0,2,1.0,30.0,1.0,30.0,0.0,0.0,0.0,0.0,0,27
113,100230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,11,4,0.0,2,1.0,7.0,0.0,0.0,1.0,7.0,7.0,1.0,0,56
114,100236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,11,4,0.0,2,1.0,40.0,0.0,0.0,1.0,40.0,0.0,0.0,0,39
115,100237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,11,4,0.0,2,2.0,12.5,0.0,0.0,2.0,12.5,2.5,1.0,0,49
116,100239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.0,4,2,0.0,3,1.0,50.0,0.0,0.0,1.0,50.0,50.0,1.0,0,50
117,100243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,2,1.0,30.0,1.0,30.0,0.0,0.0,30.0,1.0,0,72
118,100244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,11,4,0.0,2,2.0,75.0,0.0,0.0,2.0,75.0,0.0,0.0,0,60
119,100245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.0,11,4,0.0,2,1.0,30.0,0.0,0.0,1.0,30.0,30.0,1.0,0,42
120,100250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.0,11,4,1.0,2,4.0,100.0,0.0,0.0,4.0,100.0,0.0,0.0,0,35
121,100255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,4,2,0.0,3,14.0,306.88,1.0,19.83,13.0,287.05,0.0,0.0,0,52
122,100257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,4,2,0.0,3,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,44
123,100258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,4,2,0.0,3,9.0,291.14,1.0,37.0,8.0,254.14,80.0,2.0,0,54
124,100262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,4,2,0.0,3,20.0,409.98,0.0,0.0,20.0,409.98,0.0,0.0,0,77
125,100265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654.0,4,2,1.0,3,2.0,11.0,0.0,0.0,2.0,11.0,0.0,0.0,0,39
126,100267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.0,4,2,1.0,3,1.0,24.79,0.0,0.0,1.0,24.79,0.0,0.0,0,59
127,100273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500.0,3,2,0.0,3,2.0,65.0,0.0,0.0,2.0,65.0,0.0,0.0,0,73
128,100277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.0,4,2,0.0,3,44.0,625.19,0.0,0.0,44.0,625.19,0.0,0.0,0,44
129,100280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.0,4,2,1.0,3,40.0,1223.61,2.0,74.37,38.0,1149.24,0.0,0.0,0,54
130,100281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.0,4,2,1.0,3,8.0,251.63,0.0,0.0,8.0,251.63,0.0,0.0,0,30
131,100282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.0,4,2,0.0,2,1.0,40.0,0.0,0.0,1.0,40.0,0.0,0.0,0,34
132,100283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.0,4,2,0.0,3,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,0,58
133,100284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.0,4,2,1.0,2,2.0,60.0,0.0,0.0,2.0,60.0,0.0,0.0,0,49
134,100285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.0,4,2,0.0,3,3.0,150.0,0.0,0.0,3.0,150.0,50.0,1.0,0,40
135,100286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,2,1,0.0,2,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,29
136,100287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,2,1,0.0,2,1.0,30.0,1.0,30.0,0.0,0.0,0.0,0.0,0,29
137,100294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.0,4,2,0.0,2,51.0,689.36,2.0,8.0,49.0,681.36,15.0,1.0,0,45
138,100295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652.0,4,2,0.0,3,22.0,592.27,1.0,30.0,21.0,562.27,0.0,0.0,0,69
139,100302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651.0,4,2,1.0,3,13.0,348.32,1.0,24.79,12.0,323.53,0.0,0.0,0,44
140,100307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,4,2,1.0,3,17.0,213.6,0.0,0.0,17.0,213.6,0.0,0.0,0,51
141,100308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,4,2,1.0,3,9.0,247.9,0.0,0.0,9.0,247.9,0.0,0.0,0,43
142,100311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755.0,4,2,0.0,3,2.0,15.0,1.0,5.0,1.0,10.0,0.0,0.0,0,27
143,100315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.0,4,2,0.0,3,23.0,598.9100000000001,1.0,27.27,22.0,571.64,0.0,0.0,0,69
144,100316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.0,4,2,1.0,3,7.0,182.76,0.0,0.0,7.0,182.76,0.0,0.0,0,58
145,100324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.0,4,2,1.0,3,16.0,458.74,0.0,0.0,16.0,458.74,0.0,0.0,0,40
146,100326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.0,4,2,0.0,3,13.0,46.480000000000004,0.0,0.0,13.0,46.480000000000004,9.0,3.0,0,44
147,100328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.0,4,2,1.0,3,6.0,291.0,0.0,0.0,6.0,291.0,0.0,0.0,0,42
148,100329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.0,4,2,0.0,3,10.0,63.24000000000001,0.0,0.0,10.0,63.24000000000001,0.0,0.0,0,51
149,100330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,4,2,1.0,3,5.0,247.89999999999998,5.0,247.89999999999998,0.0,0.0,0.0,0.0,0,46
150,100331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755.0,4,2,0.0,3,4.0,109.58,4.0,109.58,0.0,0.0,30.0,1.0,0,54
151,100333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,4,2,0.0,3,1.0,35.0,0.0,0.0,1.0,35.0,0.0,0.0,0,29
152,100334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.0,4,2,0.0,3,4.0,30.69,0.0,0.0,4.0,30.69,0.0,0.0,0,55
153,100338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.0,4,2,0.0,3,17.0,632.48,0.0,0.0,17.0,632.48,0.0,0.0,0,57
154,100339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.0,2,1,1.0,2,15.0,396.52000000000004,0.0,0.0,15.0,396.52000000000004,0.0,0.0,0,54
155,100340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700.0,4,2,0.0,3,10.0,313.15999999999997,0.0,0.0,10.0,313.15999999999997,0.0,0.0,0,70
