,donorID,campaignID,frequency_donor,total_donated,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,total_amount_1_month,total_freq_1_month,total_amount_2_month,total_freq_2_month,total_amount_3_month,total_freq_3_month,total_amount_4_month,total_freq_4_month,total_amount_5_month,total_freq_5_month,total_amount_6_month,total_freq_6_month,Recency_dono,total_donated_during_dv,gender,dateOfBirth,province_Brussels,province_East Flanders,province_Flemish Brabant,province_Hainaut,province_Liege,province_Limburg,province_Luxembourg,province_Missing,province_Namur,province_Walloon Brabant,province_West Flanders,region_Flanders,region_Missing,region_Wallonia,language_FR,language_NL,total_freq_till_now,total_amount_till_now,freq_out_campaign,amount_out_campaign,freq_in_campaign,amount_in_campaign,total_amount_till_last_3_years,total_freq_till_last_3_years,donated_more_than30_duringdv,Age
0,100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1967-12-24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12.0,178.49,1.0,12.39,11.0,166.1,0.0,0.0,0,51
1,100002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1952-01-14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,0,67
2,100008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1937-08-30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,124.37,0.0,0.0,3.0,124.37,0.0,0.0,0,81
3,100009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1932-01-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.0,326.78000000000003,0.0,0.0,19.0,326.78000000000003,0.0,0.0,0,87
4,100010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1983-05-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,40.0,0.0,0.0,1.0,40.0,0.0,0.0,0,36
5,100011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1963-02-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,100.0,0.0,0.0,1.0,100.0,100.0,1.0,0,56
6,100012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1977-08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,5.0,0.0,0.0,1.0,5.0,5.0,1.0,0,41
7,100018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1992-10-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0,26
8,100019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1971-01-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,90.0,0.0,0.0,3.0,90.0,30.0,1.0,0,48
9,100021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1973-01-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.0,181.47,0.0,0.0,9.0,181.47,0.0,0.0,0,46
10,100022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1954-01-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,25.0,0.0,0.0,2.0,25.0,0.0,0.0,0,65
11,100026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1983-08-10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.0,125.0,1.0,32.0,7.0,93.0,0.0,0.0,0,35
12,100029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1973-02-19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,40.0,0.0,0.0,2.0,40.0,20.0,1.0,0,46
13,100031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1965-10-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,0,53
14,100034,6170.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,,0.0,1959-04-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,0,60
15,100036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1961-01-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,39.0,0.0,0.0,1.0,39.0,0.0,0.0,0,58
16,100037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1988-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,12.0,0.0,0.0,1.0,12.0,12.0,1.0,0,31
17,100045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1932-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,5.0,0.0,0.0,1.0,5.0,5.0,1.0,0,87
18,100046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1987-09-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,0,31
19,100048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1976-05-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,75.0,0.0,0.0,2.0,75.0,39.0,1.0,0,43
20,100052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1964-12-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,0,54
21,100055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1966-08-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,66.0,0.0,0.0,2.0,66.0,0.0,0.0,0,52
22,100056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1991-02-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,25.0,0.0,0.0,1.0,25.0,25.0,1.0,0,28
23,100058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1969-09-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.0,333.69,2.0,23.55,22.0,310.13999999999993,0.0,0.0,0,49
24,100060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1949-04-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,70
25,100061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1954-09-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,226.0,0.0,0.0,1.0,226.0,0.0,0.0,0,64
26,100064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1978-05-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,0,41
27,100066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1959-10-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,39.0,0.0,0.0,1.0,39.0,0.0,0.0,0,59
28,100067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1969-09-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,0,49
29,100069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1962-11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,39.0,0.0,0.0,1.0,39.0,0.0,0.0,0,56
30,100073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1986-01-14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,33
31,100075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1956-02-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,63
32,100076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1985-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,20.0,0.0,0.0,1.0,20.0,20.0,1.0,0,34
33,100077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1974-04-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,35.0,0.0,0.0,1.0,35.0,0.0,0.0,0,45
34,100082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1963-08-04,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15.0,276.26,1.0,12.39,14.0,263.87,0.0,0.0,0,55
35,100090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1970-12-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,0,48
36,100093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1988-12-13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,0,30
37,100094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1993-08-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,60.0,0.0,0.0,5.0,60.0,0.0,0.0,0,25
38,100095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1948-03-26,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,13.0,353.53,0.0,0.0,13.0,353.53,0.0,0.0,0,71
39,100096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1971-07-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,88.62,0.0,0.0,14.0,88.62,0.0,0.0,0,47
40,100097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1967-04-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,99.92,0.0,0.0,5.0,99.92,50.0,2.0,0,52
41,100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1971-04-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,120.0,0.0,0.0,3.0,120.0,80.0,2.0,0,48
42,100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1985-05-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.0,353.53,2.0,54.79,11.0,298.74,0.0,0.0,0,34
43,100103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1957-12-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,0,61
44,100105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1994-10-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,0,24
45,100107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1958-04-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,40.0,1.0,10.0,3.0,30.0,0.0,0.0,0,61
46,100112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1971-03-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,49.0,0.0,0.0,2.0,49.0,10.0,1.0,0,48
47,100114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1958-01-29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.0,57.040000000000006,0.0,0.0,8.0,57.040000000000006,0.0,0.0,0,61
48,100115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1979-06-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38.0,276.59000000000003,0.0,0.0,38.0,276.59000000000003,0.0,0.0,0,40
49,100116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1979-12-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,139.79,0.0,0.0,4.0,139.79,0.0,0.0,0,39
50,100117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1979-01-17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2.0,75.0,0.0,0.0,2.0,75.0,0.0,0.0,0,40
51,100118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1973-11-04,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.0,65.0,1.0,30.0,1.0,35.0,0.0,0.0,0,45
52,100120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1955-02-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,36.0,0.0,0.0,1.0,36.0,0.0,0.0,0,64
53,100124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1976-03-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,76.0,0.0,0.0,2.0,76.0,0.0,0.0,0,43
54,100127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1948-02-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,40.0,0.0,0.0,1.0,40.0,0.0,0.0,0,71
55,100129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1950-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.0,36.0,0.0,0.0,1.0,36.0,0.0,0.0,0,68
56,100131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1974-07-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,132.37,0.0,0.0,5.0,132.37,0.0,0.0,0,44
57,100132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1953-09-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,30.0,1.0,30.0,0.0,0.0,30.0,1.0,0,65
58,100133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1964-08-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,54
59,100137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1983-02-22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.0,484.78000000000003,1.0,24.79,17.0,459.99,0.0,0.0,0,36
60,100138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1956-12-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,15.0,0.0,0.0,1.0,15.0,15.0,1.0,0,62
61,100139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1969-09-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,50.0,0.0,0.0,2.0,50.0,25.0,1.0,0,49
62,100141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1933-02-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,39.0,0.0,0.0,1.0,39.0,0.0,0.0,0,86
63,100142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1990-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.0,523.53,1.0,30.0,18.0,493.53,0.0,0.0,0,28
64,100143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1988-08-16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,0,30
65,100146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1945-05-25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,74
66,100147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1976-11-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,115.0,0.0,0.0,3.0,115.0,0.0,0.0,0,42
67,100149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1973-09-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,300.0,1.0,30.0,9.0,270.0,0.0,0.0,0,45
68,100150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1989-04-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,0,30
69,100151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1979-10-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,436.72,1.0,35.0,12.0,401.72,95.0,3.0,0,39
70,100152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1941-01-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0,78
71,100155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1944-06-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,144.79,0.0,0.0,5.0,144.79,0.0,0.0,0,75
72,100158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1968-08-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0,173.95,0.0,0.0,5.0,173.95,0.0,0.0,0,50
73,100159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1976-06-27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2.0,9.0,0.0,0.0,2.0,9.0,0.0,0.0,0,42
74,100160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1975-01-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,60.0,0.0,0.0,2.0,60.0,60.0,2.0,0,44
75,100164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1953-02-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.0,427.0,0.0,0.0,11.0,427.0,209.0,5.0,0,66
76,100166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1993-09-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,40.0,0.0,0.0,1.0,40.0,0.0,0.0,0,25
77,100167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1968-12-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0,50
78,100168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1956-03-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,131.0,0.0,0.0,4.0,131.0,30.0,1.0,0,63
79,100169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1947-08-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,32.0,0.0,0.0,1.0,32.0,32.0,1.0,0,71
80,100170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1991-05-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,80.0,1.0,40.0,1.0,40.0,80.0,2.0,0,28
81,100171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1989-02-13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1.0,5.0,0.0,0.0,1.0,5.0,5.0,1.0,0,30
82,100172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1955-07-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,30.0,0.0,0.0,1.0,30.0,30.0,1.0,0,63
83,100173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1975-12-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,10.0,0.0,0.0,1.0,10.0,10.0,1.0,0,43
84,100174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1969-06-10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,0,50
85,100175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1976-01-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,100.0,0.0,0.0,1.0,100.0,0.0,0.0,0,43
86,100176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1976-02-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,15.0,0.0,0.0,1.0,15.0,15.0,1.0,0,43
87,100177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1941-09-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,50.0,0.0,0.0,7.0,50.0,0.0,0.0,0,77
88,100178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1988-03-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,50.0,0.0,0.0,1.0,50.0,50.0,1.0,0,31
89,100179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1969-09-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,39.0,0.0,0.0,1.0,39.0,39.0,1.0,0,49
90,100181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1930-03-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,39.0,0.0,0.0,1.0,39.0,0.0,0.0,0,89
91,100183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1967-07-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,80.0,0.0,0.0,1.0,80.0,0.0,0.0,0,51
92,100186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1978-01-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,60.0,0.0,0.0,2.0,60.0,60.0,2.0,0,41
93,100190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1934-12-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,412.68,6.0,253.52,4.0,159.16,0.0,0.0,0,84
94,100196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1988-05-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,36.0,0.0,0.0,1.0,36.0,0.0,0.0,0,31
95,100201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1961-07-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,5.0,0.0,0.0,1.0,5.0,5.0,1.0,0,57
96,100207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1972-11-18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,35.0,0.0,0.0,1.0,35.0,0.0,0.0,0,46
97,100208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1988-01-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,20.0,0.0,0.0,2.0,20.0,20.0,2.0,0,31
98,100211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1979-05-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,36.0,0.0,0.0,1.0,36.0,0.0,0.0,0,40
99,100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1981-11-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,37
100,100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1959-11-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,54.79,0.0,0.0,2.0,54.79,0.0,0.0,0,59
101,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1963-11-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,60.0,0.0,0.0,2.0,60.0,0.0,0.0,0,55
102,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1950-04-03,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,36.0,0.0,0.0,1.0,36.0,0.0,0.0,0,69
103,100218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-08-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,40.0,0.0,0.0,1.0,40.0,40.0,1.0,0,39
104,100220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1973-08-24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.0,79.0,0.0,0.0,2.0,79.0,39.0,1.0,0,45
105,100221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1974-02-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,100.0,0.0,0.0,2.0,100.0,50.0,1.0,0,45
106,100222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1992-04-28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3.0,81.0,0.0,0.0,3.0,81.0,45.0,2.0,0,27
107,100223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1983-01-26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,39.0,0.0,0.0,1.0,39.0,39.0,1.0,0,36
108,100224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1983-02-20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,20.0,0.0,0.0,1.0,20.0,0.0,0.0,0,36
109,100225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1981-05-29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,30.0,0.0,0.0,1.0,30.0,0.0,0.0,0,38
110,100226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1946-11-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3.0,40.0,0.0,0.0,3.0,40.0,0.0,0.0,0,72
111,100227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1961-03-15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,0,58
112,100228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1991-11-15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,30.0,1.0,30.0,0.0,0.0,0.0,0.0,0,27
113,100230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1962-10-16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,7.0,0.0,0.0,1.0,7.0,7.0,1.0,0,56
114,100236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1980-01-24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,40.0,0.0,0.0,1.0,40.0,0.0,0.0,0,39
115,100237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1970-02-02,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.0,12.5,0.0,0.0,2.0,12.5,2.5,1.0,0,49
116,100239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1969-03-18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,50.0,0.0,0.0,1.0,50.0,50.0,1.0,0,50
117,100243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1947-01-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,30.0,1.0,30.0,0.0,0.0,30.0,1.0,0,72
